Jugador,Puesto,Equipo,Cotizacion,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,PCG,AcG,PrG,PCT,AcT,PrT,G,GJ,GP,GV,GR,GC,VF,VI,TA,TR,PE,PA
"Landriel, Leonardo",VOL,Defensa y Justicia,600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Leyes, Nery",VOL,Defensa y Justicia,2100000,0,0,0,6,3,6,6,8,5,0,0,0,0,0,0,6.0,34.0,5.67,6.0,34.0,5.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Rivero, José Ignacio",VOL,Defensa y Justicia,2400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Romero, Emiliano",VOL,Defensa y Justicia,1800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Tellechea, Emiliano",VOL,Defensa y Justicia,2600000,0,0,0,0,0,0,0,0,0,0,0,5,5,6,6,4.0,22.0,5.5,4.0,22.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Tonetto, Diego",VOL,Defensa y Justicia,2300000,0,0,0,0,0,0,0,0,0,0,5,4,4,3,0,4.0,16.0,4.0,4.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Venturi, Diego",VOL,Defensa y Justicia,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yacob, Diego",VOL,Defensa y Justicia,2000000,5,0,3,0,0,0,0,0,0,0,4,0,0,0,0,2.0,7.0,3.5,3.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Curuchet, Facundo",DEL,Defensa y Justicia,3100000,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1.0,5.0,5.0,2.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Fernández, Nicolás",DEL,Defensa y Justicia,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Gauto González, Maximiliano",DEL,Defensa y Justicia,1300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Isnaldo, Eugenio",DEL,Defensa y Justicia,3200000,5,5,4,3,5,5,0,10,5,4,4,0,0,0,0,8.0,40.0,5.0,10.0,50.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Rius, Ciro",DEL,Defensa y Justicia,3000000,6,11,0,7,4,5,6,16,5,6,4,6,6,3,7,12.0,75.0,6.25,14.0,92.0,6.57,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
"Rodríguez, Julio César",DEL,Defensa y Justicia,2900000,0,0,0,0,6,10,0,0,4,2,4,0,4,12,4,8.0,46.0,5.75,8.0,46.0,5.75,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Sánchez Sotelo, Juan",DEL,Defensa y Justicia,3500000,3,6,5,15,12,4,5,10,4,0,12,6,5,4,5,12.0,87.0,7.25,14.0,96.0,6.86,4.0,4.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
"Navarro, Hilario",ARQ,Estudiantes LP,3800000,9,6,5,0,0,5,1,2,3,0,8,0,4,8,15,9.0,51.0,5.67,11.0,66.0,6.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0
"Rossi, Agustín",ARQ,Estudiantes LP,700000,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1.0,4.0,4.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Silva, Agustín",ARQ,Estudiantes LP,1200000,0,0,0,2,3,0,0,0,0,0,0,4,0,0,0,3.0,9.0,3.0,3.0,9.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Aguirregaray, Matías",DEF,Estudiantes LP,3000000,8,0,4,0,0,3,-1,0,5,0,0,0,4,7,7,7.0,29.0,4.14,8.0,37.0,4.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0
"Ayala, Rodrigo",DEF,Estudiantes LP,400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Delgado, Rafael",DEF,Estudiantes LP,3200000,0,0,0,2,2,0,0,0,0,4,0,3,0,0,0,4.0,11.0,2.75,4.0,11.0,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
"Desábato, Leandro",DEF,Estudiantes LP,5200000,8,5,6,0,5,16,2,5,2,0,0,0,5,8,7,9.0,56.0,6.22,11.0,69.0,6.27,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0
"Domínguez, Sebastián",DEF,Estudiantes LP,4500000,8,5,0,0,4,0,0,3,5,0,8,0,3,8,6,7.0,37.0,5.29,9.0,50.0,5.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0
"Domizzi, Stéfano",DEF,Estudiantes LP,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Pereira, Alvaro",DEF,Estudiantes LP,3400000,5,6,3,3,0,1,0,5,4,0,7,13,3,0,0,8.0,39.0,4.88,10.0,50.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,0.0,0.0,0.0
"Presentado, Matías",DEF,Estudiantes LP,1400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Rosales, Pablo",DEF,Estudiantes LP,1700000,0,6,0,4,5,7,4,5,3,4,7,4,0,0,0,9.0,43.0,4.78,10.0,49.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
"Schunke, Jonatan",DEF,Estudiantes LP,4000000,0,7,17,5,4,5,4,1,5,6,12,5,0,0,0,10.0,64.0,6.4,11.0,71.0,6.45,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0
"Vargas, Luciano",DEF,Estudiantes LP,600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Acosta, Luciano",VOL,Estudiantes LP,2900000,0,5,0,4,5,0,0,0,0,0,0,0,11,9,4,5.0,33.0,6.6,6.0,38.0,6.33,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0
"Barbona, David",VOL,Estudiantes LP,2700000,3,4,0,0,0,0,0,0,0,5,0,10,4,0,6,4.0,25.0,6.25,6.0,32.0,5.33,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Damonte, Israel",VOL,Estudiantes LP,3500000,18,3,4,0,0,0,5,0,6,0,0,0,4,0,4,6.0,23.0,3.83,8.0,44.0,5.5,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0
"Gil, Leonardo",VOL,Estudiantes LP,3800000,4,6,6,5,0,6,4,10,0,0,0,0,5,4,5,8.0,45.0,5.63,10.0,55.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
"Gil Romero, Gastón",VOL,Estudiantes LP,4000000,5,0,0,3,6,5,0,0,0,5,6,5,0,3,0,7.0,33.0,4.71,8.0,38.0,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
"Jara, Leonardo",VOL,Estudiantes LP,2900000,0,0,0,0,4,0,4,6,4,18,0,3,0,5,0,7.0,44.0,6.29,7.0,44.0,6.29,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
"Marchioni, Julián",VOL,Estudiantes LP,600000,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,2.0,11.0,5.5,2.0,11.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Martínez, Román",VOL,Estudiantes LP,4600000,0,0,2,0,0,0,0,0,0,0,4,5,0,0,0,3.0,11.0,3.67,3.0,11.0,3.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Miranda, Ezequiel",VOL,Estudiantes LP,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Orihuela, Matías",VOL,Estudiantes LP,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sánchez Miño, Juan",VOL,Estudiantes LP,4700000,6,5,5,4,0,4,4,12,4,5,6,0,5,5,4,11.0,58.0,5.27,13.0,69.0,5.31,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Seijas, Gabriel",VOL,Estudiantes LP,300000,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Anselmo, Federico",DEL,Estudiantes LP,400000,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,2.0,10.0,5.0,2.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Auzqui, Carlos",DEL,Estudiantes LP,4000000,5,0,4,5,12,4,-1,0,0,0,5,0,4,2,5,9.0,40.0,4.44,10.0,45.0,4.5,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
"Carrillo, Guido",DEL,Estudiantes LP,5500000,5,9,13,0,0,5,0,6,5,0,4,0,10,6,13,8.0,62.0,7.75,10.0,76.0,7.6,4.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Cerutti, Ezequiel",DEL,Estudiantes LP,3400000,5,5,17,0,0,6,2,6,5,0,5,4,6,6,4,10.0,61.0,6.1,12.0,71.0,5.92,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
"Mendoza, Diego",DEL,Estudiantes LP,300000,0,0,0,4,8,0,0,0,0,5,0,0,0,0,0,3.0,17.0,5.67,3.0,17.0,5.67,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Quintana, Facundo",DEL,Estudiantes LP,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Rosso, Matías",DEL,Estudiantes LP,600000,0,0,0,4,0,0,0,0,5,5,0,5,0,0,0,4.0,19.0,4.75,4.0,19.0,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Umeres, Elías",DEL,Estudiantes LP,300000,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1.0,6.0,6.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Vera, Diego",DEL,Estudiantes LP,4500000,0,0,0,0,0,0,4,4,0,0,5,10,0,0,4,5.0,27.0,5.4,5.0,27.0,5.4,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Arias, Alexis",ARQ,Gimnasia LP,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Bonnin, Yair",ARQ,Gimnasia LP,1800000,5,11,-1,0,0,0,0,0,0,0,0,0,0,0,2,2.0,1.0,0.5,4.0,17.0,4.25,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
"Navarro, Nicolás",ARQ,Gimnasia LP,3400000,0,0,0,1,6,3,0,10,4,9,15,7,10,15,0,11.0,80.0,7.27,11.0,80.0,7.27,0.0,0.0,0.0,0.0,11.0,0.0,4.0,4.0,2.0,0.0,0.0,0.0
"Barsottini, Osvaldo",DEF,Gimnasia LP,5100000,5,6,1,5,4,3,2,4,4,7,7,8,0,0,5,12.0,50.0,4.17,14.0,61.0,4.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,0.0,0.0
"Benítez, Oliver",DEF,Gimnasia LP,3800000,4,6,0,5,5,3,5,5,5,7,0,0,5,8,5,10.0,53.0,5.3,12.0,63.0,5.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0
"Bonifacio, Ezequiel",DEF,Gimnasia LP,500000,0,0,0,0,0,0,0,7,0,0,9,5,0,7,6,5.0,34.0,6.8,5.0,34.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0
"Coronel, Maximiliano",DEF,Gimnasia LP,2600000,0,6,-1,0,0,3,15,17,6,7,7,8,3,5,0,10.0,70.0,7.0,11.0,76.0,6.91,2.0,2.0,0.0,1.0,0.0,0.0,0.0,5.0,4.0,1.0,0.0,0.0
"Guanini, Manuel",DEF,Gimnasia LP,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Licht, Lucas",DEF,Gimnasia LP,5500000,0,5,4,6,5,7,0,0,0,0,0,0,0,0,0,4.0,22.0,5.5,5.0,27.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
"Oreja, Facundo",DEF,Gimnasia LP,4500000,6,6,4,0,0,4,2,3,6,7,5,8,6,8,5,12.0,58.0,4.83,14.0,70.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0
"Velázquez, Sergio",DEF,Gimnasia LP,2400000,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,5.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
"Andrada, Brian",VOL,Gimnasia LP,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Brum, Roberto",VOL,Gimnasia LP,3400000,0,6,5,4,5,2,3,3,6,6,3,0,4,4,5,12.0,50.0,4.17,13.0,56.0,4.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0
"Fernández, Alvaro",VOL,Gimnasia LP,3800000,1,6,6,4,10,4,5,4,5,4,5,6,4,5,13,13.0,75.0,5.77,15.0,82.0,5.47,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
"Fernández, Ignacio",VOL,Gimnasia LP,3500000,0,5,3,5,0,5,13,5,13,5,6,6,14,4,19,12.0,98.0,8.17,13.0,103.0,7.92,5.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
"García, Ariel Matías",VOL,Gimnasia LP,2500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Gorgerino, Maximiliano",VOL,Gimnasia LP,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Jáuregui, Ignacio",VOL,Gimnasia LP,400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Lachalde, Ignacio",VOL,Gimnasia LP,600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Mendoza, Javier",VOL,Gimnasia LP,2300000,5,5,7,6,0,0,0,0,0,0,0,0,0,0,0,2.0,13.0,6.5,4.0,23.0,5.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Meza, Maximiliano",VOL,Gimnasia LP,3000000,5,14,3,5,5,4,5,2,2,5,4,6,6,7,13,13.0,67.0,5.15,15.0,86.0,5.73,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
"Nicolaievsky, Diego",VOL,Gimnasia LP,2000000,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1.0,5.0,5.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Pocholo, Juan Pablo",VOL,Gimnasia LP,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Pouso, Omar",VOL,Gimnasia LP,3700000,4,6,0,0,0,0,0,0,0,0,0,3,0,0,0,1.0,3.0,3.0,3.0,13.0,4.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Rojas, Jorge",VOL,Gimnasia LP,2600000,5,5,5,5,4,3,0,0,0,6,0,0,5,14,20,8.0,62.0,7.75,10.0,72.0,7.2,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
"Silva, Juan Ignacio",VOL,Gimnasia LP,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Bou, Walter",DEL,Gimnasia LP,1800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Contín, Leandro",DEL,Gimnasia LP,400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Contreras, Rodrigo",DEL,Gimnasia LP,2900000,0,0,0,0,0,0,0,0,0,16,4,0,0,0,0,2.0,20.0,10.0,2.0,20.0,10.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Lugones, Alejandro",DEL,Gimnasia LP,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Mazzola, Nicolás",DEL,Gimnasia LP,1300000,2,0,5,0,4,0,0,0,0,0,0,0,11,5,2,5.0,27.0,5.4,6.0,29.0,4.83,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
"Medina, Antonio",DEL,Gimnasia LP,3800000,4,0,0,12,4,5,6,4,21,0,5,0,0,0,0,8.0,57.0,7.13,9.0,61.0,6.78,3.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
"Paschetta, Leandro",DEL,Gimnasia LP,400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ramírez, Erik",DEL,Gimnasia LP,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Vegetti, Pablo",DEL,Gimnasia LP,4000000,5,3,11,5,6,5,6,4,5,4,3,5,3,0,0,11.0,57.0,5.18,13.0,65.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
"Moyano, Sebastián",ARQ,Godoy Cruz AT,2900000,5,10,3,9,-1,9,3,3,0,0,0,0,0,0,0,6.0,26.0,4.33,8.0,41.0,5.13,0.0,0.0,0.0,0.0,14.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
"Ramírez, Roberto",ARQ,Godoy Cruz AT,900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Rey, Rodrigo",ARQ,Godoy Cruz AT,2000000,0,0,0,0,0,0,0,0,4,2,19,8,9,6,8,7.0,56.0,8.0,7.0,56.0,8.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0
"Alvacete, Juan Ignacio",DEF,Godoy Cruz AT,2700000,6,2,0,0,0,5,5,5,5,4,6,4,0,0,0,7.0,34.0,4.86,9.0,42.0,4.67,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0
"Bay, Jonathan",DEF,Godoy Cruz AT,400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Bonacorso, Ezequiel",DEF,Godoy Cruz AT,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1.0,7.0,7.0,1.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
"Burgos, Esteban",DEF,Godoy Cruz AT,1400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.0,7.0,7.0,1.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Ceballos, Lucas",DEF,Godoy Cruz AT,3400000,4,5,5,8,4,5,3,2,5,4,0,0,7,5,5,11.0,53.0,4.82,13.0,62.0,4.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0
"Cosaro, Guillermo",DEF,Godoy Cruz AT,3500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Galeano, Leonel",DEF,Godoy Cruz AT,2900000,6,3,6,7,4,2,5,0,0,3,8,7,9,3,0,11.0,54.0,4.91,13.0,63.0,4.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,0.0,0.0
"Olivares, Leandro",DEF,Godoy Cruz AT,1800000,7,0,0,8,1,4,1,5,4,0,0,0,0,0,8,7.0,31.0,4.43,8.0,38.0,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0
"Viera, Diego",DEF,Godoy Cruz AT,1700000,4,5,7,8,5,4,5,5,5,4,7,5,8,6,0,12.0,69.0,5.75,14.0,78.0,5.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0
"Zárate, Nahuel",DEF,Godoy Cruz AT,3000000,4,5,5,0,0,0,0,0,0,0,5,7,7,5,4,6.0,33.0,5.5,8.0,42.0,5.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0
"Angileri, Fabricio",VOL,Godoy Cruz AT,2400000,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,2.0,10.0,5.0,2.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Bella, Iván",VOL,Godoy Cruz AT,2500000,5,5,9,7,4,4,6,3,0,0,0,0,0,0,0,6.0,33.0,5.5,8.0,43.0,5.38,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
"Díaz, Agustín",VOL,Godoy Cruz AT,2000000,0,0,5,0,5,0,0,5,0,0,5,0,0,0,0,4.0,20.0,5.0,4.0,20.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"De Faría, Luis",VOL,Godoy Cruz AT,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Gallucci Otero, Santiago",VOL,Godoy Cruz AT,1300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"García, Emmanuel",VOL,Godoy Cruz AT,1200000,3,4,6,12,4,3,6,0,0,0,0,0,0,5,0,7.0,36.0,5.14,9.0,43.0,4.78,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0
"Giménez, Gastón",VOL,Godoy Cruz AT,1800000,0,0,0,0,0,5,5,0,0,0,6,4,6,0,10,7.0,36.0,5.14,7.0,36.0,5.14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
